car,price,body,mileage,engV,engType,registration,year,model,drive
Toyota,15300.0,crossover,130,2.0,Petrol,yes,2008,Rav 4,full
Nissan,9300.0,hatch,97,1.2,Petrol,yes,2010,Micra,front
Renault,12499.0,van,78,2.0,Diesel,yes,2012,Trafic ïàññ.,front
Nissan,15000.0,crossover,46,1.6,Petrol,yes,2013,Juke,front
Toyota,37700.0,crossover,47,5.7,Gas,yes,2009,Sequoia,full
BMW,8000.0,sedan,330,,Diesel,yes,1997,525,rear
Smart,6500.0,other,110,1.0,Petrol,yes,2007,Fortwo,rear
Suzuki,9650.0,crossover,81,2.0,Petrol,yes,2006,Grand Vitara,full
Volkswagen,7000.0,sedan,185,2.8,Gas,yes,2004,Passat B5,full
Honda,13200.0,sedan,100,1.8,Petrol,yes,2012,Civic,front
Honda,13400.0,sedan,38,1.8,Petrol,yes,2012,Civic,front
Suzuki,6999.0,crossover,203,2.0,Petrol,yes,2002,Grand Vitara,full
BMW,34600.0,crossover,163,5.0,Petrol,yes,2011,X5 M,full
Audi,1300.0,sedan,250,,Gas,no,1994,80,front
Kia,23999.0,crossover,14,2.2,Diesel,yes,2012,Sorento,full
Opel,1600.0,sedan,280,2.3,Diesel,yes,1987,Omega,rear
Mercedes-Benz,35900.0,crossover,254,5.0,Gas,yes,2004,G 500,full
Ford,16400.0,crossover,87,2.5,Petrol,yes,2010,Kuga,full
Hyundai,8900.0,sedan,138,1.4,Petrol,yes,2011,Accent,front
Subaru,38900.0,crossover,0,2.0,Diesel,yes,2016,Forester,full
Renault,13200.0,van,230,2.0,Diesel,yes,2009,Trafic ïàññ.,front
Toyota,26500.0,crossover,21,2.0,Petrol,yes,2013,Rav 4,full
Volkswagen,7800.0,van,282,2.5,Diesel,yes,2000,T4 (Transporter) ïàññ.,front
Mercedes-Benz,109999.0,crossover,1,3.0,Diesel,yes,2016,GLS 350,full
Audi,24900.0,sedan,163,4.2,Diesel,yes,2008,A8,full
Lexus,27500.0,crossover,150,4.7,Gas,yes,2005,LX 470,full
Volkswagen,0.0,vagon,217,2.0,Diesel,no,2008,Passat B6,full
Daewoo,3950.0,hatch,36,0.8,Petrol,yes,2011,Matiz,front
Tesla,58000.0,sedan,8,,Other,yes,2013,Model S,front
BMW,63500.0,crossover,33,3.0,Petrol,yes,2015,X5,full
Lexus,57800.0,crossover,60,5.7,Petrol,yes,2011,LX 570,full
Renault,6800.0,van,131,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
Tesla,59000.0,sedan,30,,Other,yes,2013,Model S,rear
Nissan,19000.0,crossover,70,1.6,Petrol,yes,2012,Qashqai,front
Toyota,14700.0,sedan,131,3.5,Gas,yes,2007,Camry,front
Smart,10700.0,other,23,1.0,Petrol,yes,2014,Fortwo,
Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011,S 500,
Lexus,6000.0,sedan,350,3.0,Petrol,yes,1996,GS 300,rear
Toyota,23000.0,other,211,4.0,Gas,yes,2007,Land Cruiser Prado,full
Mazda,2700.0,other,450,2.0,Gas,yes,1989,626,front
Hyundai,6200.0,hatch,121,1.4,Gas,yes,2008,Getz,front
Toyota,28900.0,crossover,20,2.5,Petrol,yes,2013,Rav 4,full
Volkswagen,19100.0,sedan,4,1.6,Other,yes,2016,Jetta,front
BMW,1500.0,sedan,270,2.5,Diesel,no,1992,525,rear
Renault,5400.0,vagon,181,1.5,Diesel,no,2010,Megane,front
Nissan,15700.0,hatch,22,0.11,Other,yes,2013,Leaf,front
BMW,26900.0,crossover,170,3.0,Diesel,yes,2008,X5,full
Volkswagen,10600.0,van,120,2.0,Diesel,yes,2007,Touran,front
Honda,16777.0,sedan,77,2.4,Petrol,yes,2011,Accord,front
Land Rover,102999.0,crossover,39,5.0,Petrol,yes,2014,Range Rover,full
Mitsubishi,16900.0,crossover,126,3.0,Gas,yes,2008,Pajero Wagon,full
BMW,8500.0,other,265,2.8,Gas,yes,1998,328,rear
Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012,B 180,front
Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,E-Class,rear
Mitsubishi,7200.0,sedan,83,1.6,Other,yes,2007,Lancer,front
Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011,Caddy ãðóç.,front
BMW,6400.0,other,220,2.5,Petrol,yes,1997,323,rear
Ford,6450.0,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
Audi,3600.0,sedan,374,2.5,Diesel,no,2001,A8,full
Chevrolet,5999.0,sedan,121,1.6,Petrol,yes,2008,Lacetti,front
Mazda,25000.0,sedan,0,2.0,Other,yes,2016,6,front
Ford,6450.0,hatch,149,1.4,Petrol,yes,2007,Fiesta,front
Land Rover,47500.0,crossover,63,4.4,Diesel,yes,2012,Range Rover,full
Ford,6450.0,hatch,150,1.4,Petrol,yes,2007,Fiesta,front
Subaru,10500.0,sedan,125,2.0,Petrol,yes,2007,Legacy,full
BMW,28900.0,sedan,78,2.0,Petrol,yes,2012,528,rear
Toyota,15500.0,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,full
Nissan,15656.589,crossover,0,1.6,Petrol,yes,2016,Juke,front
Opel,6700.0,sedan,335,2.5,Gas,yes,1998,Omega,rear
Tesla,159600.0,sedan,7,,Other,yes,2016,Model S,rear
Peugeot,6000.0,sedan,171,2.0,Petrol,yes,2006,407,front
Nissan,6700.0,sedan,80,1.8,Petrol,yes,2003,Primera,front
Lexus,15000.0,sedan,147,2.5,Other,yes,2007,IS 250,rear
Nissan,16800.0,crossover,70,2.0,Petrol,yes,2013,Qashqai,
Land Rover,99000.0,crossover,50,4.4,Diesel,yes,2013,Range Rover,full
Mercedes-Benz,6999.0,sedan,288,3.2,Gas,yes,2001,E-Class,rear
Land Rover,52000.0,crossover,70,4.4,Diesel,yes,2012,Range Rover,full
Porsche,60000.0,other,11,3.8,Petrol,yes,2010,911,rear
Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014,V 250,full
Opel,4200.0,sedan,290,2.0,Petrol,yes,1997,Omega,rear
Mazda,6800.0,hatch,208,2.0,Petrol,yes,2003,6,front
Mercedes-Benz,13500.0,sedan,317,5.0,Petrol,yes,2001,S 500,rear
Volkswagen,11000.0,vagon,210,1.9,Diesel,yes,2008,Touran,front
Subaru,17000.0,crossover,28,2.0,Petrol,yes,2010,Forester,full
Toyota,39000.0,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full
Mercedes-Benz,53500.0,crossover,46,5.5,Petrol,yes,2008,G 500,full
Toyota,28999.0,sedan,86,3.5,Petrol,yes,2013,Camry,front
Honda,13700.0,sedan,120,3.5,Petrol,yes,2008,Accord,front
BMW,42000.0,sedan,5,2.0,Petrol,yes,2016,520,rear
Subaru,12200.0,other,103,2.0,Diesel,yes,2009,Legacy,full
Hyundai,25600.0,crossover,94,2.0,Diesel,yes,2013,IX35,full
Volkswagen,12000.0,sedan,186,3.2,Petrol,yes,2006,Passat B6,full
Audi,2850.0,vagon,280,2.5,Diesel,no,1999,A6,
Subaru,9700.0,crossover,230,2.5,Gas,yes,2006,Forester,full
Chevrolet,8800.0,sedan,110,1.6,Gas,yes,2013,Lacetti,full
Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010,Caddy ãðóç.,front
Land Rover,169900.0,crossover,0,4.4,Diesel,yes,2016,Range Rover,full
BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,550,full
Land Rover,95555.0,crossover,60,4.4,Diesel,yes,2014,Range Rover,full
BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,520,rear
Opel,10950.0,sedan,44,1.6,Gas,yes,2012,Astra H,front
Mazda,2800.0,hatch,100,2.0,Petrol,yes,1992,626,front
Land Rover,79450.0,other,0,,Diesel,yes,2016,Range Rover Sport,
Subaru,8400.0,sedan,170,3.0,Petrol,yes,2004,Legacy,full
Toyota,12900.0,sedan,177,2.4,Gas,yes,2009,Camry,front
Toyota,8900.0,sedan,115,1.6,Petrol,yes,2008,Corolla,front
Ford,2500.0,sedan,313,1.6,Petrol,yes,1993,Mondeo,front
Renault,9500.0,vagon,78,1.5,Diesel,yes,2014,Kangoo ãðóç.,front
Opel,6800.0,vagon,170,1.3,Diesel,yes,2006,Astra H,front
BMW,26999.0,crossover,180,4.8,Gas,yes,2008,X5,full
Renault,7250.0,van,83,,Other,yes,2013,Kangoo ãðóç.,
Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015,Camry,front
Subaru,29500.0,crossover,0,2.5,Petrol,yes,2015,Forester,full
Renault,5300.0,van,145,1.5,Other,yes,2010,Kangoo ãðóç.,front
Toyota,9100.0,sedan,151,1.6,Gas,yes,2007,Corolla,front
Subaru,14300.0,crossover,110,2.5,Petrol,yes,2008,Forester,full
Ford,14999.0,crossover,79,2.5,Petrol,yes,2013,Kuga,full
BMW,6500.0,sedan,298,2.5,Petrol,yes,1998,523,rear
Renault,6600.0,van,134,1.5,Diesel,yes,2011,Kangoo ãðóç.,front
Chevrolet,5450.0,sedan,242,1.6,Gas,yes,2004,Lacetti,front
Audi,23800.0,crossover,205,4.2,Gas,yes,2007,Q7,full
Toyota,20859.15,crossover,1,2.0,Petrol,yes,2016,Rav 4,front
Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016,Touran,front
Volkswagen,13000.0,sedan,140,2.0,Petrol,yes,2006,Jetta,front
Nissan,13300.0,crossover,127,3.5,Gas,yes,2007,Murano,full
Land Rover,44000.0,crossover,99,5.0,Petrol,yes,2010,Range Rover,full
Hyundai,39900.0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Volkswagen,19000.0,sedan,109,1.8,Petrol,yes,2012,Passat B7,front
Ford,7200.0,hatch,114,1.4,Gas,yes,2009,Focus,front
Lexus,19999.0,crossover,142,3.5,Gas,yes,2008,RX 350,full
Toyota,32000.0,sedan,22,2.5,Petrol,yes,2015,Camry,front
BMW,2200.0,sedan,303,2.5,Diesel,no,1999,525,rear
BMW,3100.0,vagon,1,2.0,Diesel,no,2002,320,rear
Toyota,35500.0,crossover,165,4.0,Gas,yes,2011,Land Cruiser Prado,full
Kia,11200.0,sedan,60,1.6,Petrol,yes,2012,Rio,front
BMW,0.0,crossover,5,3.0,Diesel,yes,2016,X6,full
Smart,8800.0,other,26,1.0,Petrol,yes,2011,Fortwo,rear
Mitsubishi,8000.0,crossover,220,2.4,Gas,yes,2004,Outlander,full
Chevrolet,7800.0,vagon,142,1.8,Gas,yes,2010,Lacetti,front
Skoda,8500.0,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front
Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012,Passat B7,front
Smart,4200.0,other,130,99.99,Petrol,yes,2002,Fortwo,
Volkswagen,11500.0,other,189,2.0,Diesel,yes,2011,Caddy ãðóç.,front
Hyundai,37400.0,crossover,0,2.2,Diesel,yes,2016,Santa FE,full
Renault,10999.0,van,207,2.0,Diesel,yes,2012,Trafic ãðóç.,front
Mercedes-Benz,3500.0,van,395,2.3,Diesel,no,1997,Vito ïàññ.,front
Peugeot,17895.15,hatch,0,1.6,Diesel,yes,2016,308,front
Honda,13950.0,sedan,143,2.0,Petrol,yes,2008,Accord,rear
Mercedes-Benz,43500.0,sedan,59,4.6,Petrol,yes,2011,S 500,full
Hyundai,18900.0,crossover,145,2.0,Gas,yes,2011,IX35,full
Chery,3500.0,sedan,83,1.6,Petrol,yes,2008,Amulet,front
Lexus,0.0,crossover,22,4.5,Diesel,yes,2016,LX 450,full
Bentley,85000.0,other,20,6.0,Petrol,yes,2008,Continental,full
BMW,0.0,sedan,240,2.8,Gas,yes,1997,528,rear
Volkswagen,23000.0,sedan,75,2.0,Petrol,yes,2013,Passat CC,
Hyundai,10800.0,crossover,142,2.0,Diesel,yes,2007,Tucson,full
Audi,4850.0,sedan,270,2.6,Petrol,yes,1995,A6,front
Audi,16000.0,sedan,250,2.0,Diesel,yes,2008,A6,
Mercedes-Benz,7900.0,other,206,2.2,Diesel,yes,2004,Vito ïàññ.,rear
Infiniti,33800.0,crossover,44,3.7,Petrol,yes,2012,FX 37,full
Ford,8900.0,sedan,117,2.0,Petrol,yes,2008,Mondeo,front
Honda,9850.0,sedan,140,2.0,Petrol,yes,2006,Accord,front
Nissan,14500.0,crossover,151,2.5,Diesel,yes,2006,Pathfinder,full
BMW,13700.0,crossover,270,4.6,Gas,yes,2004,X5,full
BMW,2900.0,vagon,236,2.0,Diesel,no,2001,320,rear
Volkswagen,8500.0,other,200,1.6,Diesel,yes,2011,Caddy ãðóç.,front
Mazda,13500.0,crossover,69,,Petrol,yes,2008,CX-7,full
Honda,4800.0,sedan,1,1.6,Petrol,yes,1999,Civic,front
Mercedes-Benz,13600.0,van,190,2.2,Diesel,yes,2009,Vito ïàññ.,rear
Land Rover,53500.0,crossover,57,3.0,Diesel,yes,2013,Range Rover Sport,full
Nissan,16600.0,crossover,83,2.0,Petrol,yes,2013,X-Trail,full
Nissan,12300.0,sedan,115,2.5,Petrol,yes,2009,Teana,front
Smart,2300.0,hatch,91,0.6,Petrol,no,2002,Fortwo,rear
Lexus,74777.0,crossover,63,5.7,Gas,yes,2012,LX 570,full
Honda,14700.0,sedan,93,2.0,Petrol,yes,2009,Accord,
Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004,Outlander,full
Daewoo,3650.0,sedan,64,1.4,Petrol,yes,2008,Lanos,front
Hyundai,16300.0,crossover,125,2.7,Gas,yes,2007,Santa FE,full
Ford,12000.0,hatch,44,1.0,Petrol,yes,2013,Focus,front
Toyota,3700.0,hatch,282,1.4,Petrol,yes,1995,Corolla,front
Hyundai,10800.0,crossover,106,2.0,Gas,yes,2007,Tucson,full
BMW,10999.0,sedan,225,3.0,Diesel,yes,2003,530,rear
Mercedes-Benz,0.0,crossover,63,5.5,Petrol,yes,2011,GL 550,full
Land Rover,85900.0,crossover,60,3.0,Diesel,yes,2013,Range Rover Sport,full
Land Rover,39900.0,crossover,120,5.0,Petrol,yes,2012,Range Rover,full
Renault,7899.0,van,129,1.5,Other,yes,2014,Kangoo ãðóç.,front
Toyota,11700.0,sedan,131,2.4,Petrol,yes,2007,Camry,front
Volkswagen,14500.0,sedan,1,1.6,Other,yes,2016,Polo,front
Mercedes-Benz,15300.0,other,120,2.6,Petrol,yes,2004,CLK 240,rear
Mercedes-Benz,35500.0,crossover,99,5.0,Gas,yes,2005,G 63 AMG,full
BMW,6500.0,sedan,335,2.8,Petrol,yes,1996,528,rear
Mercedes-Benz,44000.0,other,82,5.5,Petrol,yes,2010,S 500,full
Mercedes-Benz,12000.0,van,177,,Diesel,yes,2013,Vito ãðóç.,rear
Ford,10400.0,hatch,45,1.0,Petrol,yes,2013,Focus,front
VAZ,0.0,sedan,13,1.6,Petrol,yes,2012,2115,front
Nissan,18000.0,hatch,45,,Other,yes,2013,Leaf,front
Nissan,12500.0,crossover,107,2.0,Gas,yes,2008,Qashqai,full
BMW,32500.0,crossover,152,3.0,Diesel,yes,2008,X5,full
Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008,Land Cruiser Prado,full
Audi,29602.95,sedan,1,1.4,Petrol,yes,2016,A4,front
Volkswagen,13500.0,van,124,2.0,Diesel,yes,2013,T5 (Transporter) ãðóç,front
Toyota,15500.0,crossover,146,2.4,Gas,yes,2008,Rav 4,full
BMW,15000.0,other,205,,Petrol,yes,2004,530,rear
Volvo,23880.0,sedan,127,3.0,Petrol,yes,2011,S80,full
BMW,13900.0,crossover,184,3.0,Gas,yes,2004,X5,full
Nissan,15500.0,hatch,41,,Other,yes,2014,Leaf,full
Mercedes-Benz,250000.0,other,6,5.5,Petrol,yes,2016,S 63 AMG,full
Nissan,15000.0,hatch,22,,Other,yes,2014,Leaf,front
Toyota,19800.0,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full
Mercedes-Benz,249999.0,other,3,5.5,Petrol,yes,2016,S 63 AMG,full
Porsche,18500.0,crossover,200,3.2,Gas,yes,2005,Cayenne,full
Subaru,10900.0,crossover,160,3.0,Petrol,yes,2006,Tribeca,full
Volkswagen,0.0,van,146,2.5,Diesel,yes,2009,T5 (Transporter) ïàññ.,full
Bentley,55555.0,other,45,6.0,Petrol,yes,2005,Continental,full
VAZ,3300.0,sedan,200,1.5,Gas,yes,2004,2115,front
BMW,11400.0,sedan,206,3.0,Petrol,yes,2003,530,rear
Ford,10066.485,hatch,1,1.25,Petrol,yes,2015,Fiesta,front
Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011,Camry,front
Renault,6300.0,van,73,1.5,Diesel,yes,2008,Kangoo ïàññ.,front
Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002,Lancer,front
Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front
SsangYong,11400.0,crossover,153,,Diesel,yes,2010,Kyron,full
Toyota,18400.0,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full
Chevrolet,6700.0,hatch,88,1.6,Petrol,yes,2009,Lacetti,
Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,full
Toyota,8300.0,sedan,140,3.0,Petrol,yes,2002,Camry,
Hyundai,11200.0,crossover,78,2.0,Petrol,yes,2009,Tucson,full
Audi,20500.0,sedan,155,3.0,Petrol,yes,2010,A6,full
Hyundai,13800.0,other,57,1.6,Petrol,yes,2012,Elantra,front
Mercedes-Benz,16800.0,other,266,3.0,Diesel,yes,2007,E-Class,rear
Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012,Touareg,full
Volkswagen,8700.0,other,520,2.5,Diesel,yes,1999,T4 (Transporter) ïàññ.,front
Mercedes-Benz,15200.0,sedan,195,3.0,Diesel,yes,2007,E-Class,rear
Audi,2650.0,vagon,270,2.5,Diesel,no,2001,A6,front
Toyota,14500.0,sedan,127,2.4,Gas,yes,2008,Camry,front
Ford,5700.0,hatch,190,1.2,Petrol,yes,2008,Fiesta,front
BMW,13500.0,sedan,233,3.0,Diesel,yes,2003,530,rear
Mercedes-Benz,31900.0,sedan,97,2.2,Diesel,yes,2011,E-Class,rear
Mazda,0.0,sedan,350,2.0,Other,yes,2003,6,
Mercedes-Benz,11800.0,sedan,167,3.2,Diesel,yes,2003,E-Class,rear
Audi,6399.0,vagon,230,2.5,Diesel,yes,1999,A6,front
Skoda,8800.0,sedan,140,1.8,Petrol,yes,2007,Superb,front
Audi,3800.0,sedan,270,2.5,Diesel,no,2000,A6,front
Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002,E-Class,
Mercedes-Benz,39900.0,crossover,127,5.5,Petrol,yes,2010,GL 550,full
Porsche,49900.0,crossover,73,3.0,Diesel,yes,2011,Cayenne,full
Porsche,50900.0,crossover,53,3.6,Petrol,yes,2013,Cayenne,full
Volvo,10200.0,sedan,143,2.4,Other,yes,2006,S80,front
Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006,Pajero Sport,full
Ford,1250.0,hatch,250,2.0,Petrol,yes,1986,Scorpio,rear
Volkswagen,20600.0,sedan,107,1.8,Petrol,yes,2012,Passat CC,front
Mercedes-Benz,9200.0,sedan,172,2.8,Petrol,yes,1997,E-Class,rear
Mercedes-Benz,26800.0,vagon,160,2.2,Diesel,yes,2014,E-Class,rear
Land Rover,26700.0,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full
Volkswagen,25999.0,sedan,60,1.8,Petrol,yes,2014,Passat B7,front
Volkswagen,7600.0,van,158,2.0,Diesel,yes,2009,Caddy ãðóç.,front
Hyundai,9300.0,sedan,90,1.6,Petrol,yes,2011,Elantra,front
Mercedes-Benz,140000.0,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full
Skoda,5200.0,vagon,175,1.4,Petrol,yes,2004,Fabia,front
Ford,19000.0,sedan,21,2.0,Petrol,yes,2012,Mondeo,front
BMW,21500.0,other,72,3.0,Petrol,yes,2007,Z4,rear
Toyota,24800.0,crossover,90,4.0,Petrol,yes,2008,FJ Cruiser,full
Mercedes-Benz,46700.0,sedan,115,5.5,Petrol,yes,2011,S 500,full
Subaru,9999.0,sedan,76,2.0,Petrol,yes,2008,Legacy,full
Ford,19500.0,hatch,35,2.3,Petrol,yes,2013,Mondeo,front
BMW,86999.0,crossover,0,3.0,Diesel,yes,2016,X6,full
Toyota,37600.0,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full
Kia,18700.0,other,87,2.2,Diesel,yes,2010,Sorento,full
BMW,2450.0,sedan,328,2.5,Diesel,no,1996,525,rear
Fiat,7800.0,van,1,,Diesel,yes,2010,Doblo ïàññ.,
Skoda,12300.0,other,102,1.8,Petrol,yes,2010,Octavia A5,front
Volkswagen,19900.0,other,112,2.0,Petrol,yes,2012,Passat CC,front
Porsche,16900.0,crossover,120,3.2,Petrol,yes,2005,Cayenne,full
Volkswagen,20900.0,sedan,82,2.0,Diesel,yes,2012,Passat B7,front
Hyundai,10500.0,crossover,120,2.7,Petrol,yes,2006,Tucson,full
BMW,17900.0,other,98,3.0,Petrol,yes,2007,Z4,rear
Toyota,19000.0,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full
Audi,55000.0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
Mercedes-Benz,124999.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,full
Bentley,222222.0,other,0,6.0,Petrol,yes,2015,Continental,full
Renault,7499.0,van,123,1.5,Diesel,yes,2009,Kangoo ïàññ.,front
Volkswagen,6500.0,vagon,101,2.0,Diesel,yes,2011,Passat B6,front
Honda,10999.0,sedan,130,1.8,Petrol,yes,2007,Civic,front
Subaru,13000.0,crossover,110,3.0,Petrol,yes,2006,Tribeca,full
Volkswagen,0.0,van,207,2.0,Diesel,yes,2012,T5 (Transporter) ãðóç,front
Hyundai,28888.0,crossover,20,2.2,Diesel,yes,2013,Santa FE,full
Volkswagen,0.0,van,239,2.0,Diesel,yes,2012,T5 (Transporter) ïàññ.,front
Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007,ML 350,full
Mercedes-Benz,39900.0,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear
Mercedes-Benz,11000.0,sedan,319,2.2,Diesel,yes,2003,220,rear
Volkswagen,10600.0,van,153,1.6,Diesel,yes,2012,Caddy ãðóç.,
Mercedes-Benz,12700.0,van,160,3.0,Diesel,yes,2007,Vito ïàññ.,rear
Nissan,15861.0,hatch,29,,Other,yes,2014,Leaf,front
Renault,6400.0,van,136,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
Chevrolet,4450.0,crossover,164,1.7,Other,yes,2006,Niva,full
Skoda,3300.0,sedan,234,1.8,Petrol,no,2002,Superb,front
Renault,2700.0,other,160,2.0,Petrol,no,2001,Megane,front
Toyota,16000.0,crossover,250,4.7,Gas,yes,2001,Land Cruiser 100,full
Audi,0.0,crossover,1,3.0,Diesel,yes,2016,A6 Allroad,full
Opel,12800.0,van,190,1.7,Diesel,yes,2011,Zafira,front
Hyundai,27768.975,crossover,1,2.2,Diesel,yes,2015,Santa FE,front
Toyota,37500.0,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,full
Nissan,21303.75,crossover,1,2.0,Petrol,yes,2015,Qashqai,front
BMW,39600.0,crossover,98,3.0,Petrol,yes,2011,X6,full
Ford,0.0,sedan,200,2.5,Diesel,yes,1996,Scorpio,rear
Nissan,14673.0,hatch,34,,Other,yes,2013,Leaf,front
Kia,19600.0,crossover,80,2.0,Gas,yes,2013,Sportage,full
Chevrolet,8900.0,sedan,58,2.0,Petrol,yes,2012,Epica,front
BMW,30500.0,sedan,630,,Petrol,yes,2010,523,rear
BMW,29500.0,sedan,850,,Petrol,yes,2011,523,rear
Nissan,14500.0,crossover,740,2.0,Petrol,yes,2008,X-Trail,full
VAZ,3350.0,sedan,154,1.6,Gas,yes,2008,21099,front
Hyundai,11999.0,sedan,162,2.2,Diesel,yes,2006,Santa FE,full
Chevrolet,4999.0,sedan,135,1.5,Gas,yes,2008,Aveo,front
Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991,Jetta,front
Toyota,11999.0,sedan,139,3.5,Petrol,yes,2008,Camry,front
Hyundai,9500.0,crossover,87,2.0,Gas,yes,2008,Tucson,
Mercedes-Benz,39900.0,sedan,84,5.5,Petrol,yes,2011,S 500,full
Nissan,14246.0,hatch,42,,Other,yes,2013,Leaf,front
Chevrolet,6300.0,hatch,81,1.6,Petrol,yes,2009,Lacetti,front
Volkswagen,12000.0,van,196,2.0,Diesel,yes,2011,T5 (Transporter) ãðóç,front
BMW,33000.0,sedan,147,3.0,Diesel,yes,2009,730,rear
Hyundai,15999.0,crossover,87,2.4,Gas,yes,2011,Santa FE,full
Skoda,15800.0,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front
Skoda,3400.0,hatch,220,1.9,Diesel,no,2002,Octavia,front
BMW,49900.0,other,82,3.0,Petrol,yes,2012,640,rear
Hyundai,12333.0,crossover,78,2.0,Petrol,yes,2009,Tucson,full
Skoda,15500.0,vagon,112,1.8,Petrol,yes,2011,Superb,front
Volkswagen,9200.0,sedan,195,2.0,Petrol,yes,2006,Passat B6,front
Skoda,9100.0,sedan,170,1.6,Petrol,yes,2007,Octavia A5,front
Ford,15999.0,sedan,67,2.0,Petrol,yes,2011,Mondeo,front
Nissan,11800.0,crossover,140,2.0,Petrol,yes,2009,Qashqai,full
Volkswagen,3000.0,sedan,240,1.8,Petrol,yes,1991,Jetta,front
Porsche,79900.0,sedan,29,3.0,Petrol,yes,2014,Panamera,full
Bentley,85000.0,other,20,6.0,Petrol,yes,2008,Continental,full
Chevrolet,5200.0,sedan,11,,Petrol,yes,2007,Aveo,front
Volkswagen,10800.0,other,146,1.6,Diesel,yes,2012,Caddy,front
BMW,16800.0,crossover,250,3.0,Diesel,yes,2004,X5,full
Land Rover,19500.0,crossover,169,4.2,Gas,yes,2007,Range Rover Sport,full
Opel,15500.0,van,180,2.0,Diesel,yes,2010,Vivaro ïàññ.,front
VAZ,2900.0,sedan,84,1.6,Petrol,yes,2007,21099,front
Skoda,17900.0,sedan,57,1.4,Petrol,yes,2012,Superb,front
BMW,23999.0,crossover,194,3.0,Petrol,yes,2007,X5,full
Nissan,115916.4825,other,1,3.8,Petrol,yes,2016,GT-R,full
Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,S 500,rear
Porsche,79900.0,sedan,29,3.0,Petrol,yes,2014,Panamera,full
VAZ,3600.0,sedan,35,1.5,Petrol,yes,2009,2107,rear
Opel,7500.0,sedan,107,1.4,Petrol,yes,2007,Astra G,front
Skoda,12300.0,sedan,102,1.6,Petrol,yes,2012,Octavia A5,front
Hyundai,10200.0,sedan,59,1.4,Petrol,yes,2012,Accent,front
Nissan,15658.0,hatch,49,,Other,yes,2013,Leaf,front
Hyundai,9550.0,crossover,138,2.0,Gas,yes,2007,Tucson,front
Volkswagen,9850.0,van,126,2.0,Diesel,yes,2012,Caddy ãðóç.,front
Opel,1850.0,hatch,316,2.0,Diesel,no,1999,Astra G,front
Volkswagen,19500.0,sedan,128,1.8,Petrol,yes,2013,Passat B7,front
Honda,5200.0,other,200,1.7,Gas,yes,2002,Civic,front
Honda,4000.0,hatch,260,1.5,Petrol,yes,1999,Civic,front
Mercedes-Benz,29000.0,crossover,139,3.5,Gas,yes,2009,ML 350,full
Volkswagen,15000.0,other,280,2.8,Diesel,yes,2006,LT ïàññ.,rear
Toyota,10700.0,sedan,57,1.3,Petrol,yes,2010,Corolla,front
Renault,0.0,van,159,1.5,Diesel,yes,2011,Kangoo ãðóç.,front
Audi,0.0,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full
Porsche,51000.0,crossover,52,3.0,Diesel,yes,2013,Cayenne,full
